medal_type,name,gender,country_code,nationality,discipline,birth_date,is_medallist
Gold ,TOLA Tamirat,Male,ETH,Ethiopia,Athletics,1991-08-11,True
Silver ,ABDI Bashir,Male,BEL,Belgium,Athletics,1989-02-10,True
Bronze ,KIPRUTO Benson,Male,KEN,Kenya,Athletics,1991-03-17,True
Gold ,RUSSELL Masai,Female,USA,United States,Athletics,2000-06-17,True
Silver ,SAMBA-MAYELA Cyrena,Female,FRA,France,Athletics,2000-10-31,True
Bronze ,CAMACHO-QUINN Jasmine,Female,PUR,United States,Athletics,1996-08-21,True
Gold ,KIPYEGON Faith,Female,KEN,Kenya,Athletics,1994-01-10,True
Silver ,HULL Jessica,Female,AUS,Australia,Athletics,1996-10-22,True
Bronze ,BELL Georgia,Female,GBR,Great Britain,Athletics,1993-10-17,True
Gold ,KITAGUCHI Haruka,Female,JPN,Japan,Athletics,1998-03-16,True
Silver ,van DYK Jo-Ane,Female,RSA,South Africa,Athletics,1997-10-03,True
Bronze ,OGRODNIKOVA Nikola,Female,CZE,Czechia,Athletics,1990-08-18,True
Gold ,JALOLOV Bakhodir,Male,UZB,Uzbekistan,Boxing,1994-07-08,True
Silver ,GHADFA DRISSI EL AISSAOUI Ayoub,Male,ESP,Spain,Boxing,1998-12-06,True
Gold ,KHALOKOV Abdumalik,Male,UZB,Uzbekistan,Boxing,2000-04-09,True
Silver ,SEIITBEK UULU Munarbek,Male,KGZ,Kyrgyzstan,Boxing,1996-01-01,True
Gold ,LIN Yu Ting,Female,TPE,Chinese Taipei,Boxing,1995-12-13,True
Silver ,SZEREMETA Julia,Female,POL,Poland,Boxing,2003-08-24,True
Gold ,LI Qian,Female,CHN,China,Boxing,1990-06-06,True
Silver ,BYLON Atheyna Bibeichi,Female,PAN,Panama,Boxing,1989-04-06,True
Gold ,PHIL WIZARD,Male,CAN,Canada,Breaking,1997-01-25,True
Silver ,DANY DANN,Male,FRA,France,Breaking,1988-05-03,True
Bronze ,VICTOR,Male,USA,United States,Breaking,1994-05-01,True
Gold ,DOSTAL Josef,Male,CZE,Czechia,Canoe Sprint,1993-03-03,True
Silver ,VARGA Adam,Male,HUN,Hungary,Canoe Sprint,1999-11-20,True
Bronze ,KOPASZ Balint,Male,HUN,Hungary,Canoe Sprint,1997-06-20,True
Gold ,VINCENT Katie,Female,CAN,Canada,Canoe Sprint,1996-03-12,True
